"","",""
"Abronia","sand verbena","SD(Custer, Fall River)"
"Sagittaria calycina var. calycina","hooded arrowhead","SD(Aurora, Bon Homme, Clay, Hutchinson, Jerauld, Pennington, Stanley, Yankton)"
"Sagittaria cuneata","arumleaf arrowhead","SD(Aurora, Beadle, Bennett, Bon Homme, Brown, Brule, Butte, Charles Mix, Clay, Codington, Custer, Day, Fall River, Faulk, Grant, Gregory, Harding, Hyde, Jackson, Kingsbury, Lincoln, Meade, Mellette, Minnehaha, Pennington, Roberts, Stanley, Todd, Walworth, Yankton)"
"Sagittaria graminea","grassy arrowhead","SD(Charles Mix, McPherson)"
"Sagittaria graminea var. graminea","grassy arrowhead","SD(Charles Mix, McPherson)"
"Sagittaria latifolia","broadleaf arrowhead","SD(Brookings, Butte, Campbell, Charles Mix, Clay, Codington, Fall River, Haakon, Harding, Lyman, McPherson, Minnehaha, Moody, Perkins, Roberts, Stanley, Todd, Tripp, Union, Ziebach)"
"Salicornia","pickleweed","SD(Bon Homme, Butte, Codington, Day, Faulk, Walworth)"
"Salicornia rubra","red swampfire","SD(Bon Homme, Butte, Codington, Day, Faulk, Walworth)"
"Salix","willow","SD(Aurora, Beadle, Bennett, Bon Homme, Brookings, Brown, Brule, Butte, Campbell, Charles Mix, Clay, Codington, Corson, Custer, Davison, Day, Deuel, Dewey, Douglas, Edmunds, Fall River, Gregory, Haakon, Hamlin, Hand, Harding, Hughes, Hutchinson, Hyde, Jackson, Jones, Kingsbury, Lawrence, Lincoln, Lyman, Marshall, McCook, McPherson, Meade, Minnehaha, Moody, Pennington, Perkins, Potter, Roberts, Sanborn, Spink, Stanley, Sully, Todd, Tripp, Turner, Union, Walworth, Yankton, Ziebach)"
"Salix alba","white willow","SD(Butte, Custer, Lawrence, Meade, Minnehaha, Pennington)"
"Salix amygdaloides","peachleaf willow","SD(Aurora, Brookings, Brule, Butte, Campbell, Charles Mix, Clay, Codington, Corson, Custer, Davison, Day, Dewey, Fall River, Gregory, Haakon, Harding, Hughes, Hutchinson, Hyde, Jackson, Jones, Lawrence, Lincoln, Lyman, McCook, McPherson, Meade, Minnehaha, Moody, Pennington, Potter, Roberts, Spink, Stanley, Sully, Todd, Tripp, Turner, Union, Yankton, Ziebach)"
"Salix bebbiana","Bebb willow","SD(Codington, Custer, Davison, Day, Harding, Lawrence, Marshall, Meade, Pennington, Roberts)"
"Salix candida","sageleaf willow","SD(Custer, Kingsbury, Pennington)"
"Salix discolor","pussy willow","SD(Brookings, Codington, Corson, Custer, Lawrence, Pennington, Roberts)"
"Salix eriocephala","Missouri River willow","SD(Brookings, Charles Mix, Codington, Gregory, Marshall, Minnehaha, Yankton)"
"Salix fragilis","crack willow","SD(Roberts)"
"Salix humilis","prairie willow","SD(Minnehaha, Roberts)"
"Salix humilis var. humilis","prairie willow","SD(Minnehaha, Roberts)"
"Salix interior","sandbar willow","SD(Aurora, Beadle, Bennett, Bon Homme, Brookings, Brown, Butte, Campbell, Charles Mix, Clay, Codington, Corson, Custer, Davison, Day, Deuel, Dewey, Douglas, Edmunds, Fall River, Gregory, Haakon, Hamlin, Hand, Harding, Hyde, Jackson, Kingsbury, Lawrence, Lincoln, Lyman, Marshall, McPherson, Meade, Minnehaha, Moody, Pennington, Perkins, Roberts, Spink, Stanley, Sully, Todd, Tripp, Turner, Union, Walworth, Yankton, Ziebach)"
"Salix lucida","shining willow","SD(Custer, Lawrence, Meade, Pennington)"
"Salix lutea","yellow willow","SD(Brown, Codington, Corson, Custer, Day, Lawrence, Marshall, Meade, Pennington, Roberts, Sanborn)"
"Salix pentandra","laurel willow","SD(Clay, Codington, Lawrence, Minnehaha, Pennington)"
"Salix petiolaris","meadow willow","SD(Bennett, Custer, Day, Lawrence, Marshall, Pennington, Roberts)"
"Salix planifolia","diamondleaf willow","SD(Custer, Lawrence, Pennington)"
"Salix planifolia ssp. planifolia","diamondleaf willow","SD(Custer, Lawrence, Pennington)"
"Salix pseudomonticola","false mountain willow","SD(Lawrence, Pennington)"
"Salix scouleriana","Scouler's willow","SD(Custer, Lawrence, Meade, Pennington)"
"Salix serissima","autumn willow","SD(Custer, Lawrence)"
"Salsola","Russian thistle","SD(Brookings, Clay, Codington, Fall River, Harding, Hughes, Lincoln, Meade, Pennington, Potter, Stanley, Union, Yankton)"
"Salsola collina","slender Russian thistle","SD(Lincoln)"
"Salsola tragus","prickly Russian thistle","SD(Brookings, Clay, Codington, Fall River, Harding, Hughes, Lincoln, Meade, Pennington, Potter, Stanley, Union, Yankton)"
"Salvia","sage","SD(Aurora, Beadle, Brookings, Brule, Clay, Custer, Fall River, Gregory, Hanson, Hughes, Lawrence, Lincoln, Pennington, Perkins, Stanley, Turner, Union)"
"Salvia ×sylvestris","woodland sage","SD(Clay, Gregory, Lincoln, Turner)"
"Salvia reflexa","lanceleaf sage","SD(Aurora, Beadle, Brookings, Brule, Clay, Custer, Fall River, Hanson, Hughes, Lawrence, Pennington, Perkins, Stanley, Turner, Union)"
"Sambucus","elderberry","SD(Bon Homme, Charles Mix, Clay, Codington, Custer, Lawrence, Lincoln, Minnehaha, Pennington, Roberts, Turner, Union)"
"Sambucus nigra","black elderberry","SD(Bon Homme, Charles Mix, Clay, Codington, Lincoln, Minnehaha, Roberts, Turner, Union)"
"Sambucus nigra ssp. canadensis","American black elderberry","SD(Bon Homme, Charles Mix, Clay, Codington, Lincoln, Minnehaha, Roberts, Turner, Union)"
"Sambucus racemosa","red elderberry","SD(Custer, Lawrence, Pennington)"
"Sambucus racemosa var. racemosa","red elderberry","SD(Custer, Lawrence, Pennington)"
"Sanguinaria","bloodroot","SD(Clay, Lawrence, Lincoln, Marshall, Roberts, Union)"
"Sanguinaria canadensis","bloodroot","SD(Clay, Lawrence, Lincoln, Marshall, Roberts, Union)"
"Sanicula","sanicle","SD(Clay, Custer, Day, Grant, Gregory, Harding, Lawrence, Lincoln, Marshall, Meade, Pennington, Roberts, Union)"
"Sanicula canadensis","Canadian blacksnakeroot","SD(Clay, Day, Gregory, Lincoln, Roberts, Union)"
"Sanicula canadensis var. canadensis","Canadian blacksnakeroot","SD(Clay, Day, Gregory, Lincoln, Roberts, Union)"
"Sanicula marilandica","Maryland sanicle","SD(Clay, Custer, Grant, Harding, Lawrence, Lincoln, Marshall, Meade, Pennington, Roberts)"
"Sanicula odorata","clustered blacksnakeroot","SD(Clay, Lincoln, Marshall, Roberts)"
"Saponaria","soapwort","SD(Clay, Fall River, Lawrence)"
"Saponaria officinalis","bouncingbet","SD(Clay, Fall River, Lawrence)"
"Sarcobatus","greasewood","SD(Butte, Custer, Fall River, Harding, Lyman, Pennington, Stanley)"
"Sarcobatus vermiculatus","greasewood","SD(Butte, Custer, Fall River, Harding, Lyman, Pennington, Stanley)"
"Saxifraga","saxifrage","SD(Lawrence)"
"Saxifraga cernua","nodding saxifrage","SD(Lawrence)"
"Saxifraga occidentalis","Alberta saxifrage","SD(Lawrence)"
"Schedonnardus","tumblegrass","SD(Aurora, Brule, Corson, Custer, Dewey, Douglas, Fall River, Faulk, Gregory, Harding, Hughes, Hutchinson, Hyde, Jackson, Kingsbury, Lawrence, Lyman, Mellette, Pennington, Sanborn, Stanley, Walworth)"
"Schedonnardus paniculatus","tumblegrass","SD(Aurora, Brule, Corson, Custer, Dewey, Douglas, Fall River, Faulk, Gregory, Harding, Hughes, Hutchinson, Hyde, Jackson, Kingsbury, Lawrence, Lyman, Mellette, Pennington, Sanborn, Stanley, Walworth)"
"Schedonorus","fescue","SD(Charles Mix, Clay, Minnehaha, Union)"
"Schedonorus pratensis","meadow fescue","SD(Charles Mix, Clay, Minnehaha, Union)"
"Schizachne","false melic","SD(Custer, Lawrence, Pennington)"
"Schizachne purpurascens","false melic","SD(Custer, Lawrence, Pennington)"
"Schizachyrium","little bluestem","SD(Bennett, Brookings, Brown, Clay, Codington, Corson, Custer, Davison, Dewey, Edmunds, Fall River, Faulk, Gregory, Hamlin, Hand, Jerauld, Jones, Kingsbury, Lawrence, Pennington, Sanborn, Spink, Stanley, Sully, Todd, Union, Yankton, Ziebach)"
"Schizachyrium scoparium","little bluestem","SD(Bennett, Brookings, Brown, Clay, Codington, Corson, Custer, Davison, Dewey, Edmunds, Fall River, Faulk, Gregory, Hamlin, Hand, Jerauld, Jones, Kingsbury, Lawrence, Pennington, Sanborn, Spink, Stanley, Sully, Todd, Union, Yankton, Ziebach)"
"Schizachyrium scoparium var. scoparium","little bluestem","SD(Bennett, Brookings, Brown, Clay, Codington, Corson, Custer, Davison, Dewey, Edmunds, Fall River, Faulk, Gregory, Hamlin, Hand, Jerauld, Jones, Kingsbury, Lawrence, Pennington, Sanborn, Spink, Stanley, Sully, Todd, Union, Yankton, Ziebach)"
"Schoenoplectiella","bulrush","SD(Bon Homme, Brookings, Brown, Hutchinson, Spink)"
"Schoenoplectiella saximontana","Rocky Mountain bulrush","SD(Bon Homme, Brookings, Brown, Hutchinson, Spink)"
"Schoenoplectus","bulrush","SD(Beadle, Bennett, Bon Homme, Brookings, Brown, Brule, Buffalo, Butte, Charles Mix, Clark, Clay, Codington, Corson, Custer, Day, Dewey, Edmunds, Fall River, Faulk, Grant, Gregory, Haakon, Hamlin, Hanson, Harding, Hughes, Hutchinson, Hyde, Jackson, Kingsbury, Lake, Lawrence, Lincoln, Lyman, Marshall, McCook, McPherson, Meade, Minnehaha, Pennington, Perkins, Roberts, Spink, Stanley, Sully, Todd, Tripp, Turner, Union, Walworth, Yankton)"
"Schoenoplectus acutus","hardstem bulrush","SD(Beadle, Bennett, Bon Homme, Brown, Brule, Charles Mix, Clark, Codington, Day, Fall River, Faulk, Grant, Gregory, Hamlin, Hughes, Jackson, Kingsbury, Lake, Lincoln, Marshall, McCook, McPherson, Minnehaha, Roberts, Spink, Stanley, Todd, Tripp, Union, Yankton)"
"Schoenoplectus acutus var. acutus","hardstem bulrush","SD(Beadle, Bennett, Bon Homme, Brown, Brule, Charles Mix, Clark, Codington, Day, Fall River, Faulk, Grant, Gregory, Hamlin, Hughes, Jackson, Kingsbury, Lake, Lincoln, Marshall, McCook, McPherson, Minnehaha, Roberts, Spink, Stanley, Todd, Tripp, Union, Yankton)"
"Schoenoplectus heterochaetus","slender bulrush","SD(Brown, Clark, Hyde, Jackson, Lincoln, Roberts)"
"Schoenoplectus pungens","common threesquare","SD(Beadle, Brookings, Butte, Charles Mix, Clay, Codington, Day, Dewey, Fall River, Hamlin, Hanson, Harding, Hutchinson, Kingsbury, Lake, Marshall, McCook, Pennington, Perkins, Spink, Stanley, Todd, Union, Walworth, Yankton)"
"Schoenoplectus pungens var. longispicatus","common threesquare","SD(Beadle, Brookings, Butte, Charles Mix, Clay, Codington, Day, Dewey, Fall River, Hamlin, Hanson, Harding, Hutchinson, Kingsbury, Lake, Marshall, McCook, Pennington, Perkins, Spink, Stanley, Todd, Union, Walworth, Yankton)"
"Schoenoplectus tabernaemontani","softstem bulrush","SD(Beadle, Bennett, Brookings, Brown, Buffalo, Butte, Charles Mix, Clay, Codington, Corson, Custer, Day, Edmunds, Gregory, Haakon, Harding, Hughes, Hutchinson, Jackson, Lawrence, Lincoln, Lyman, Marshall, Meade, Minnehaha, Pennington, Perkins, Roberts, Spink, Sully, Todd, Tripp, Turner, Union, Walworth, Yankton)"
"Scirpus","bulrush","SD(Beadle, Bon Homme, Brookings, Charles Mix, Clay, Codington, Custer, Day, Fall River, Grant, Gregory, Harding, Hyde, Kingsbury, Lake, Lawrence, Lincoln, Marshall, McCook, Meade, Minnehaha, Pennington, Perkins, Roberts, Sully, Todd, Tripp, Turner, Union, Yankton)"
"Scirpus atrovirens","green bulrush","SD(Brookings)"
"Scirpus cyperinus","woolgrass","SD(Beadle, Pennington)"
"Scirpus microcarpus","panicled bulrush","SD(Custer, Lawrence, Pennington)"
"Scirpus pallidus","cloaked bulrush","SD(Beadle, Bon Homme, Brookings, Charles Mix, Clay, Codington, Custer, Day, Fall River, Grant, Gregory, Harding, Hyde, Kingsbury, Lake, Lincoln, Marshall, McCook, Meade, Minnehaha, Pennington, Perkins, Roberts, Sully, Todd, Tripp, Turner, Union, Yankton)"
"Scirpus pendulus","rufous bulrush","SD(Roberts)"
"Scolochloa","rivergrass","SD(Brookings, Day, Grant, Minnehaha, Yankton)"
"Scolochloa festucacea","common rivergrass","SD(Brookings, Day, Grant, Minnehaha, Yankton)"
"Scrophularia","figwort","SD(Bon Homme, Brookings, Campbell, Charles Mix, Clay, Codington, Custer, Day, Fall River, Grant, Lawrence, Lincoln, Lyman, Marshall, Meade, Minnehaha, Pennington, Roberts, Turner, Union, Walworth)"
"Scrophularia lanceolata","lanceleaf figwort","SD(Bon Homme, Brookings, Campbell, Charles Mix, Clay, Codington, Custer, Day, Fall River, Grant, Lawrence, Lincoln, Lyman, Marshall, Meade, Minnehaha, Pennington, Roberts, Union, Walworth)"
"Scrophularia marilandica","carpenter's square","SD(Turner)"
"Scutellaria","skullcap","SD(Beadle, Brookings, Clay, Codington, Corson, Custer, Day, Deuel, Lincoln, Marshall, Minnehaha, Moody, Pennington, Roberts, Spink, Stanley, Todd, Union, Yankton)"
"Scutellaria galericulata","marsh skullcap","SD(Brookings, Codington, Corson, Custer, Day, Marshall, Pennington, Roberts, Spink)"
"Scutellaria lateriflora","blue skullcap","SD(Beadle, Brookings, Clay, Codington, Corson, Day, Lincoln, Marshall, Minnehaha, Moody, Pennington, Roberts, Spink, Todd, Union, Yankton)"
"Scutellaria lateriflora var. lateriflora","blue skullcap","SD(Beadle, Brookings, Clay, Codington, Corson, Day, Lincoln, Marshall, Minnehaha, Moody, Pennington, Roberts, Spink, Todd, Union, Yankton)"
"Scutellaria parvula","small skullcap","SD(Brookings, Clay, Deuel, Lincoln, Minnehaha, Roberts, Stanley)"
"Scutellaria parvula var. missouriensis","Leonard's skullcap","SD(Brookings, Clay, Deuel, Lincoln, Minnehaha, Roberts, Stanley)"
"Securigera","crownvetch","SD(Brookings, Union, Yankton)"
"Securigera varia","crownvetch","SD(Brookings, Union, Yankton)"
"Sedum","stonecrop","SD(Custer, Fall River, Lawrence, Meade, Pennington)"
"Sedum acre","goldmoss stonecrop","SD(Lawrence)"
"Sedum lanceolatum","spearleaf stonecrop","SD(Custer, Fall River, Lawrence, Meade, Pennington)"
"Sedum lanceolatum ssp. lanceolatum","spearleaf stonecrop","SD(Custer, Fall River, Lawrence, Meade, Pennington)"
"Selaginella","spikemoss","SD(Butte, Codington, Custer, Davison, Harding, Lawrence, Minnehaha, Pennington, Perkins, Turner)"
"Selaginella densa","lesser spikemoss","SD(Butte, Custer, Harding, Lawrence, Pennington, Perkins)"
"Selaginella densa var. densa","lesser spikemoss","SD(Butte, Custer, Harding, Lawrence, Pennington, Perkins)"
"Selaginella rupestris","northern selaginella","SD(Codington, Custer, Davison, Minnehaha, Pennington, Turner)"
"Senecio","ragwort","SD(Bennett, Brookings, Butte, Campbell, Charles Mix, Codington, Corson, Custer, Davison, Day, Douglas, Edmunds, Fall River, Harding, Lake, Lawrence, Lincoln, Marshall, McCook, Meade, Minnehaha, Pennington, Roberts, Spink, Todd, Tripp)"
"Senecio congestus","marsh fleabane","SD(Codington, Day, Lake, Lincoln, Marshall, Roberts)"
"Senecio crassulus","thickleaf ragwort","SD(Custer, Pennington)"
"Senecio eremophilus","desert ragwort","SD(Custer, Lawrence, Pennington)"
"Senecio eremophilus var. eremophilus","desert ragwort","SD(Custer, Lawrence, Pennington)"
"Senecio hydrophilus","water ragwort","SD(Pennington)"
"Senecio integerrimus","lambstongue ragwort","SD(Bennett, Brookings, Butte, Campbell, Charles Mix, Corson, Custer, Davison, Day, Douglas, Edmunds, Fall River, Harding, Lawrence, Lincoln, Marshall, McCook, Meade, Minnehaha, Pennington, Roberts, Spink, Todd, Tripp)"
"Senecio integerrimus var. integerrimus","lambstongue ragwort","SD(Bennett, Brookings, Butte, Campbell, Charles Mix, Corson, Custer, Davison, Day, Douglas, Edmunds, Fall River, Harding, Lawrence, Lincoln, Marshall, McCook, Meade, Minnehaha, Pennington, Roberts, Spink, Todd, Tripp)"
"Senecio rapifolius","openwoods ragwort","SD(Custer, Lawrence, Pennington)"
"Senecio riddellii","Riddell's ragwort","SD(Custer, Fall River, Pennington)"
"Senecio spartioides","broom-like ragwort","SD(Custer, Pennington)"
"Senecio spartioides var. spartioides","broom-like ragwort","SD(Custer, Pennington)"
"Setaria","bristlegrass","SD(Aurora, Beadle, Brookings, Brule, Buffalo, Charles Mix, Clay, Codington, Davison, Day, Douglas, Fall River, Faulk, Gregory, Haakon, Hand, Harding, Hughes, Hutchinson, Jackson, Jerauld, Jones, Lawrence, Lincoln, McCook, McPherson, Miner, Pennington, Potter, Roberts, Spink, Stanley, Todd, Union, Yankton)"
"Setaria faberi","Japanese bristlegrass","SD(Clay, Lincoln, Union)"
"Setaria verticillata","hooked bristlegrass","SD(Clay, Douglas, Fall River, Union, Yankton)"
"Setaria viridis","green bristlegrass","SD(Aurora, Beadle, Brookings, Brule, Buffalo, Charles Mix, Clay, Codington, Davison, Day, Douglas, Fall River, Faulk, Gregory, Haakon, Hand, Harding, Hughes, Hutchinson, Jackson, Jerauld, Jones, Lawrence, Lincoln, McCook, McPherson, Miner, Pennington, Potter, Roberts, Spink, Stanley, Todd, Union)"
"Setaria viridis var. viridis","green bristlegrass","SD(Aurora, Beadle, Brookings, Brule, Buffalo, Charles Mix, Clay, Codington, Davison, Day, Douglas, Fall River, Faulk, Gregory, Haakon, Hand, Harding, Hughes, Hutchinson, Jackson, Jerauld, Jones, Lawrence, Lincoln, McCook, McPherson, Miner, Pennington, Potter, Roberts, Spink, Stanley, Todd, Union)"
"Shepherdia","buffaloberry","SD(Brown, Clay, Codington, Corson, Custer, Day, Fall River, Faulk, Gregory, Haakon, Harding, Jones, Lawrence, Lyman, McCook, Meade, Mellette, Pennington, Stanley, Ziebach)"
"Shepherdia argentea","silver buffaloberry","SD(Brown, Clay, Codington, Corson, Day, Fall River, Faulk, Gregory, Haakon, Harding, Jones, Lawrence, Lyman, McCook, Meade, Mellette, Pennington, Stanley, Ziebach)"
"Shepherdia canadensis","russet buffaloberry","SD(Custer, Fall River, Lawrence, Pennington)"
"Shinnersoseris","beaked skeletonweed","SD(Charles Mix, Harding, Lawrence, Pennington, Stanley)"
"Shinnersoseris rostrata","beaked skeletonweed","SD(Charles Mix, Harding, Lawrence, Pennington, Stanley)"
"Sicyos","bur cucumber","SD(Bon Homme, Brookings, Clay, Corson, Hutchinson, Roberts, Union)"
"Sicyos angulatus","oneseed bur cucumber","SD(Bon Homme, Brookings, Clay, Corson, Hutchinson, Roberts, Union)"
"Silene","catchfly","SD(Brookings, Brown, Charles Mix, Clay, Codington, Custer, Day, Deuel, Dewey, Harding, Lawrence, Lincoln, Meade, Minnehaha, Pennington, Roberts, Todd, Union, Walworth)"
"Silene antirrhina","sleepy silene","SD(Brown, Charles Mix, Custer, Harding, Lawrence, Meade, Minnehaha, Pennington, Todd)"
"Silene drummondii","Drummond's campion","SD(Custer, Harding, Lawrence, Pennington)"
"Silene drummondii var. drummondii","Drummond's campion","SD(Custer, Harding, Lawrence, Pennington)"
"Silene latifolia","bladder campion","SD(Brookings, Clay, Codington, Lincoln, Pennington, Roberts, Union)"
"Silene latifolia ssp. alba","bladder campion","SD(Brookings, Clay, Codington, Lincoln, Pennington, Roberts, Union)"
"Silene nivea","evening campion","SD(Custer, Lawrence, Pennington)"
"Silene noctiflora","nightflowering silene","SD(Clay, Custer, Deuel, Pennington, Roberts)"
"Silene stellata","widowsfrill","SD(Brookings, Clay, Lincoln, Minnehaha, Union)"
"Silene vulgaris","maidenstears","SD(Codington, Day, Dewey, Minnehaha, Walworth)"
"Silphium","rosinweed","SD(Brookings, Clay, Gregory, Marshall, Roberts, Union)"
"Silphium integrifolium","wholeleaf rosinweed","SD(Union)"
"Silphium integrifolium var. integrifolium","wholeleaf rosinweed","SD(Union)"
"Silphium laciniatum","compassplant","SD(Brookings, Clay, Gregory, Marshall, Union)"
"Silphium laciniatum var. laciniatum","compassplant","SD(Brookings, Clay, Gregory, Marshall, Union)"
"Silphium perfoliatum","cup plant","SD(Roberts)"
"Silphium perfoliatum var. perfoliatum","cup plant","SD(Roberts)"
"Sinapis","mustard","SD(Brookings, Butte, Clay, Codington, Day, Dewey, Harding, Marshall, Pennington, Stanley)"
"Sinapis alba","white mustard","SD(Brookings, Stanley)"
"Sinapis arvensis","charlock mustard","SD(Butte, Clay, Codington, Day, Dewey, Harding, Marshall, Pennington)"
"Sinapis arvensis ssp. arvensis","wild mustard","SD(Butte, Clay, Codington, Day, Dewey, Harding, Marshall, Pennington)"
"Sisymbrium","hedgemustard","SD(Aurora, Beadle, Bon Homme, Brookings, Brown, Buffalo, Butte, Campbell, Charles Mix, Clay, Codington, Corson, Custer, Davison, Day, Dewey, Fall River, Faulk, Harding, Hughes, Jackson, Lake, Marshall, McCook, Meade, Mellette, Minnehaha, Pennington, Sanborn, Spink, Stanley, Sully, Todd, Tripp, Union, Walworth)"
"Sisymbrium altissimum","tall tumblemustard","SD(Aurora, Brown, Buffalo, Butte, Campbell, Charles Mix, Clay, Codington, Corson, Custer, Davison, Day, Dewey, Fall River, Faulk, Harding, Hughes, Jackson, Lake, Marshall, Meade, Mellette, Pennington, Sanborn, Spink, Stanley, Sully, Todd, Tripp, Walworth)"
"Sisymbrium loeselii","small tumbleweed mustard","SD(Beadle, Brown, Clay, Jackson, McCook, Minnehaha, Union)"
"Sisymbrium officinale","hedgemustard","SD(Bon Homme, Brookings, Clay, Minnehaha)"
"Sisyrinchium","blue-eyed grass","SD(Bennett, Bon Homme, Brookings, Clay, Codington, Custer, Day, Fall River, Hand, Harding, Hutchinson, Jackson, Lake, Lawrence, Lincoln, Marshall, McPherson, Minnehaha, Moody, Pennington, Roberts, Spink, Todd, Tripp, Union, Yankton)"
"Sisyrinchium campestre","prairie blue-eyed grass","SD(Bon Homme, Brookings, Clay, Codington, Day, Hutchinson, Lake, Lincoln, Marshall, Minnehaha, Moody, Roberts, Union, Yankton)"
"Sisyrinchium montanum","strict blue-eyed grass","SD(Bennett, Codington, Custer, Day, Fall River, Hand, Harding, Jackson, Lawrence, McPherson, Pennington, Spink, Todd, Tripp)"
"Sisyrinchium montanum var. montanum","strict blue-eyed grass","SD(Bennett, Codington, Custer, Day, Fall River, Hand, Harding, Jackson, Lawrence, McPherson, Pennington, Spink, Todd, Tripp)"
"Sium","waterparsnip","SD(Brookings, Brown, Codington, Day, Harding, Kingsbury, Marshall, Walworth)"
"Sium suave","hemlock waterparsnip","SD(Brookings, Brown, Codington, Day, Harding, Kingsbury, Marshall, Walworth)"
"Smilax","greenbrier","SD(Bon Homme, Brookings, Clay, Codington, Corson, Custer, Day, Fall River, Grant, Hamlin, Harding, Lawrence, Lincoln, Meade, Minnehaha, Pennington, Perkins, Roberts, Todd, Tripp, Union, Yankton)"
"Smilax ecirrhata","upright carrionflower","SD(Lincoln)"
"Smilax lasioneura","Blue Ridge carrionflower","SD(Brookings, Clay, Codington, Corson, Custer, Day, Fall River, Grant, Hamlin, Harding, Lawrence, Lincoln, Meade, Minnehaha, Pennington, Perkins, Roberts, Todd, Tripp, Union)"
"Smilax tamnoides","bristly greenbrier","SD(Bon Homme, Clay, Lincoln, Minnehaha, Union, Yankton)"
"Solanum","nightshade","SD(Aurora, Beadle, Bennett, Brookings, Brule, Butte, Charles Mix, Clay, Codington, Corson, Custer, Day, Fall River, Gregory, Harding, Jackson, Lincoln, McCook, Mellette, Minnehaha, Pennington, Spink, Stanley, Tripp, Turner, Union, Walworth, Yankton)"
"Solanum carolinense","Carolina horsenettle","SD(Clay, Lincoln, Union)"
"Solanum carolinense var. carolinense","Carolina horsenettle","SD(Clay, Lincoln, Union)"
"Solanum dulcamara","climbing nightshade","SD(Clay, Spink)"
"Solanum dulcamara var. dulcamara","climbing nightshade","SD(Clay, Spink)"
"Solanum physalifolium","hoe nightshade","SD(Bennett, Brookings, Brule, Clay, Codington, Custer, Fall River, Jackson, Lincoln, Mellette, Pennington, Turner, Union)"
"Solanum ptycanthum","West Indian nightshade","SD(Aurora, Brule, Corson, Custer, McCook, Minnehaha, Spink, Tripp, Yankton)"
"Solanum rostratum","buffalobur nightshade","SD(Aurora, Beadle, Brule, Butte, Charles Mix, Clay, Codington, Corson, Custer, Day, Fall River, Gregory, Harding, Jackson, Pennington, Spink, Stanley, Union, Walworth)"
"Solanum triflorum","cutleaf nightshade","SD(Codington, Fall River, Harding, Stanley, Walworth)"
"Solidago","goldenrod","SD(Aurora, Beadle, Bennett, Bon Homme, Brookings, Brown, Brule, Butte, Campbell, Charles Mix, Clark, Clay, Codington, Corson, Custer, Davison, Day, Deuel, Dewey, Douglas, Fall River, Faulk, Grant, Gregory, Hand, Harding, Hughes, Hutchinson, Hyde, Jackson, Jerauld, Jones, Kingsbury, Lawrence, Lincoln, Lyman, Marshall, McCook, McPherson, Meade, Miner, Minnehaha, Moody, Pennington, Perkins, Potter, Roberts, Sanborn, Spink, Stanley, Todd, Tripp, Turner, Union, Walworth, Yankton, Ziebach)"
"Solidago altissima","Canada goldenrod","SD(Aurora, Bennett, Bon Homme, Brookings, Brown, Brule, Butte, Campbell, Charles Mix, Clark, Clay, Codington, Corson, Custer, Day, Dewey, Fall River, Faulk, Gregory, Hughes, Hutchinson, Jones, Kingsbury, Lawrence, Lyman, Marshall, Miner, Minnehaha, Pennington, Perkins, Potter, Roberts, Sanborn, Spink, Tripp, Union, Walworth, Yankton, Ziebach)"
"Solidago canadensis","Canada goldenrod","SD(Aurora, Beadle, Bennett, Brookings, Brown, Campbell, Clark, Codington, Corson, Custer, Davison, Day, Deuel, Dewey, Fall River, Faulk, Grant, Hand, Hutchinson, Jones, Kingsbury, Lawrence, Marshall, McCook, Miner, Pennington, Perkins, Roberts, Sanborn, Spink, Todd, Turner, Walworth, Yankton, Ziebach)"
"Solidago canadensis var. canadensis","Canada goldenrod","SD(Custer, Grant, Lawrence)"
"Solidago canadensis var. gilvocanescens","shorthair goldenrod","SD(Aurora, Beadle, Bennett, Brookings, Brown, Campbell, Clark, Codington, Corson, Custer, Davison, Day, Deuel, Dewey, Fall River, Faulk, Grant, Hand, Hutchinson, Jones, Kingsbury, Marshall, McCook, Miner, Pennington, Perkins, Roberts, Sanborn, Spink, Turner, Walworth, Ziebach)"
"Solidago canadensis var. hargeri","Harger's goldenrod","SD(Kingsbury, Roberts, Spink, Yankton)"
"Solidago canadensis var. salebrosa","rough Canada goldenrod","SD(Custer, Fall River, Lawrence, Pennington, Todd)"
"Solidago flexicaulis","zigzag goldenrod","SD(Day, Grant, Roberts, Union)"
"Solidago gigantea","giant goldenrod","SD(Beadle, Brookings, Butte, Campbell, Clay, Codington, Corson, Custer, Deuel, Dewey, Grant, Harding, Jackson, Jones, Kingsbury, Lawrence, Lincoln, Marshall, Minnehaha, Pennington, Perkins, Roberts, Spink, Union, Yankton)"
"Solidago missouriensis","Missouri goldenrod","SD(Aurora, Beadle, Bennett, Bon Homme, Brookings, Brown, Brule, Butte, Campbell, Clark, Codington, Corson, Custer, Day, Deuel, Dewey, Fall River, Faulk, Gregory, Hand, Harding, Hughes, Hutchinson, Jackson, Jerauld, Jones, Kingsbury, Lawrence, Lincoln, Lyman, Marshall, McCook, McPherson, Meade, Miner, Moody, Pennington, Perkins, Potter, Roberts, Sanborn, Spink, Stanley, Todd, Yankton, Ziebach)"
