"","",""
"Agoseris aurantiaca","orange agoseris","AZ(Apache, Cochise, Coconino, Gila, Graham, Pima, Santa Cruz, Yavapai)"
"Agoseris aurantiaca var. purpurea","orange agoseris","AZ(Apache, Cochise, Coconino, Gila, Graham, Pima, Santa Cruz, Yavapai)"
"Agoseris glauca","pale agoseris","AZ(Apache, Coconino, Gila, Graham, Mohave, Navajo, Pima, Yavapai)"
"Agoseris glauca var. dasycephala","pale agoseris","AZ(Apache)"
"Agoseris glauca var. glauca","pale agoseris","AZ(Apache)"
"Agoseris glauca var. laciniata","false agoseris","AZ(Apache, Coconino, Gila, Graham, Mohave, Pima, Yavapai)"
"Agoseris heterophylla","annual agoseris","AZ(Cochise, Gila, Mohave, Pima, Yavapai)"
"Agoseris heterophylla var. heterophylla","annual agoseris","AZ(Cochise, Gila, Mohave, Pima, Yavapai)"
"Agrimonia","agrimony","AZ(Apache, Cochise, Coconino, Gila, Graham, Navajo, Pima, Yavapai)"
"Agrimonia gryposepala","tall hairy agrimony","AZ(Coconino)"
"Agrimonia striata","roadside agrimony","AZ(Apache, Cochise, Coconino, Gila, Graham, Navajo, Pima, Yavapai)"
"Agropyron","wheatgrass","AZ(Apache, Coconino, Gila, Graham, Mohave, Navajo)"
"Agropyron desertorum","desert wheatgrass","AZ(Apache, Coconino, Gila, Graham, Mohave, Navajo)"
"Agrostis","bentgrass","AZ(Apache, Cochise, Coconino, Gila, Graham, Greenlee, La Paz, Maricopa, Mohave, Navajo, Pima, Pinal, Santa Cruz, Yavapai)"
"Agrostis elliottiana","Elliott's bentgrass","AZ(Pima)"
"Agrostis exarata","spike bentgrass","AZ(Apache, Cochise, Coconino, Gila, Graham, La Paz, Mohave, Navajo, Pima, Pinal, Santa Cruz, Yavapai)"
"Agrostis gigantea","redtop","AZ(Apache, Coconino, Navajo, Yavapai)"
"Agrostis idahoensis","Idaho bentgrass","AZ(Apache, Coconino, Navajo, Yavapai)"
"Agrostis scabra","rough bentgrass","AZ(Apache, Cochise, Coconino, Graham, Mohave, Navajo, Pima, Santa Cruz, Yavapai)"
"Agrostis stolonifera","creeping bentgrass","AZ(Apache, Cochise, Coconino, Gila, Graham, Greenlee, Maricopa, Mohave, Navajo, Pima, Pinal, Yavapai)"
"Ailanthus","ailanthus","AZ(Cochise, Coconino, Gila, Greenlee, Maricopa, Pima, Pinal, Santa Cruz, Yavapai)"
"Ailanthus altissima","tree of heaven","AZ(Cochise, Coconino, Gila, Greenlee, Maricopa, Pima, Pinal, Santa Cruz, Yavapai)"
"Albizia","albizia","AZ(Coconino)"
"Albizia julibrissin","silktree","AZ(Coconino)"
"Aletes","Indian parsley","AZ(Apache, Coconino, Navajo)"
"Aletes macdougalii","MacDougal's Indian parsley","AZ(Apache, Coconino, Navajo)"
"Aletes macdougalii ssp. macdougalii","MacDougal's Indian parsley","AZ(Apache, Coconino, Navajo)"
"Alhagi","alhagi","AZ(Apache, Coconino, Gila, Maricopa, Navajo)"
"Alhagi maurorum","camelthorn","AZ(Apache, Coconino, Gila, Maricopa, Navajo)"
"Aliciella","aliciella","AZ(Apache, Coconino, Mohave, Navajo, Yuma)"
"Aliciella hutchinsifolia","desert pale gilia","AZ(Apache, Coconino, Navajo)"
"Aliciella latifolia","broad-leaf gilia","AZ(Apache, Mohave, Yuma)"
"Aliciella latifolia ssp. latifolia","broadleaf gilia","AZ(Apache, Mohave, Yuma)"
"Aliciella leptomeria","sand gilia","AZ(Apache, Coconino, Mohave, Navajo)"
"Aliciella subnuda","coral gilia","AZ(Apache, Coconino, Navajo)"
"Aliciella triodon","coyote gilia","AZ(Navajo)"
"Alisma","water plantain","AZ(Apache, Cochise, Coconino, Navajo, Yavapai)"
"Alisma subcordatum","American water plantain","AZ(Coconino, Yavapai)"
"Alisma triviale","northern water plantain","AZ(Apache, Cochise, Coconino, Navajo, Yavapai)"
"Allenrolfea","allenrolfea","AZ(Apache, Coconino, Maricopa, Mohave, Navajo, Yavapai)"
"Allenrolfea occidentalis","iodinebush","AZ(Apache, Coconino, Maricopa, Mohave, Navajo, Yavapai)"
"Allionia","windmills","AZ(Apache, Cochise, Coconino, Gila, Graham, Greenlee, La Paz, Maricopa, Mohave, Navajo, Pima, Pinal, Santa Cruz, Yavapai, Yuma)"
"Allionia choisyi","annual windmills","AZ(Apache, Cochise, Coconino, Navajo, Yavapai)"
"Allionia incarnata","trailing windmills","AZ(Apache, Cochise, Coconino, Gila, Graham, Greenlee, La Paz, Maricopa, Mohave, Navajo, Pima, Pinal, Santa Cruz, Yavapai, Yuma)"
"Allionia incarnata var. incarnata","trailing windmills","AZ(Apache, Navajo, Pima)"
"Allionia incarnata var. villosa","trailing windmills","AZ(Pima)"
"Allium","onion","AZ(Apache, Cochise, Coconino, Gila, Graham, Greenlee, Maricopa, Mohave, Navajo, Pima, Pinal, Santa Cruz, Yavapai, Yuma)"
"Allium acuminatum","tapertip onion","AZ(Cochise, Coconino, Gila, Graham, Maricopa, Mohave, Pinal, Yavapai)"
"Allium atrorubens","darkred onion","AZ(Coconino, Mohave)"
"Allium atrorubens var. atrorubens","darkred onion","AZ(Coconino)"
"Allium atrorubens var. cristatum","darkred onion","AZ(Coconino, Mohave)"
"Allium bigelovii","Bigelow's onion","AZ(Coconino, Gila, Graham, Greenlee, Maricopa, Mohave, Navajo, Pima, Santa Cruz, Yavapai)"
"Allium bisceptrum","twincrest onion","AZ(Apache, Coconino, Gila, Graham, Maricopa, Mohave, Navajo, Pima, Santa Cruz, Yavapai)"
"Allium bisceptrum var. palmeri","aspen onion","AZ(Apache, Coconino, Gila, Graham, Maricopa, Mohave, Navajo, Pima, Santa Cruz, Yavapai)"
"Allium cernuum","nodding onion","AZ(Apache, Cochise, Coconino, Greenlee, Navajo, Pima, Santa Cruz, Yavapai)"
"Allium cernuum var. neomexicanum","New Mexican nodding onion","AZ(Cochise, Pima, Santa Cruz)"
"Allium cernuum var. obtusum","nodding onion","AZ(Apache, Coconino, Greenlee, Navajo, Yavapai)"
"Allium geyeri","Geyer's onion","AZ(Apache, Cochise, Coconino, Gila, Graham, Greenlee, Navajo, Pima, Santa Cruz)"
"Allium geyeri var. geyeri","Geyer's onion","AZ(Apache, Cochise, Coconino, Gila, Greenlee, Navajo, Pima)"
"Allium geyeri var. tenerum","bulbil onion","AZ(Apache, Greenlee)"
"Allium glandulosum","gland onion","AZ(Cochise, Santa Cruz)"
"Allium gooddingii","Goodding's onion","AZ(Apache, Greenlee, Pima)"
"Allium kunthii","Kunth's onion","AZ(Cochise, Pima)"
